,community,shape_area,area_num_1,shape_len,2000_POP,2010_POP,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,AVG_VMT,OPEN_SPACE_PER_1000,Sfperc,Mfperc,MIXperc,COMMperc,INSTperc,INDperc,TRANSperc,Agperc,OPENperc,VACperc,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,PopDens,Birth Rate,General Fertility Rate,Low Birth Weight,Prenatal Care Beginning in First Trimester,Preterm Births,Teen Birth Rate,Assault (Homicide),Breast cancer in females,Cancer (All Sites),Colorectal Cancer,Diabetes-related,Firearm-related,Infant Mortality Rate,Lung Cancer,Prostate Cancer in Males,Stroke (Cerebrovascular Disease),Childhood Blood Lead Level Screening,Childhood Lead Poisoning,Gonorrhea in Females,Tuberculosis,Below Poverty Level,Crowded Housing,Dependency,No High School Diploma,Per Capita Income,Unemployment,OV65
17,MONTCLARE,27576393.6325,18,22404.8521448,12646,13426,13830,0.24736080983369488,0.21829356471438902,0.19219088937093276,0.19139551699204627,8.843094721619666,4.396240057845264,1.843817787418655,0.37624172190000005,0.32791033984092555,0.5848156182212582,0.037454808387563265,0.032393347794649315,0.01735357917570499,11122,0.6076245279625967,0.5604207876281244,0.045225678834741954,0.39237547203740336,0.008901276748786189,0.5402805250854162,9383,0.2246616220824896,0.32026004476180325,0.21677501865075136,0.0857934562506661,0.09698390706597039,0.055632526910369816,0.12320153469039755,0.12799744218267078,0.06405200895236066,0.061920494511350316,0.07023340083129063,0.03634232121922626,481.223176,4538,2826,1711,531,5068,356,1747,677,47,225464.8074,14282.287859999999,1.2735757859999999,0.393553744,0.10492107099999999,0.00920531,0.087129941,0.045062073,0.031317715,0.30513217600000003,0.0,0.016515493,0.007162476,0.6415762834417932,0.2938539407086045,12937,0.31597975415762836,0.6194504699927693,0.26471438900939986,0.31597975415762836,0.44685466377440347,0.11959508315256688,0.0006507592190889371,0.008459869848156183,0.0012292118582791034,0.00021691973969631235,0.009255242227042661,0.0326825741142444,0.0005061460592913955,1.0,1.0,0.23809083,0.748213438,0.0005015159046649498,17.1,83.5,0.083,0.7759999999999999,0.08800000000000001,0.615,0.086,0.299,1.51,0.154,0.8959999999999999,0.065,0.046,0.33399999999999996,0.21899999999999997,0.40299999999999997,3.155,0.009000000000000001,,0.03,0.128,0.057999999999999996,0.35,0.284,21257,0.10800000000000001,0.15083152566883584
18,BELMONT CRAGIN,109099414.689,19,43311.707379,78144,78743,79910,0.30903516456013014,0.22328869978726068,0.21858340633212364,0.16263296208234262,5.315980478037793,2.3501439119008887,0.978600926041797,0.3289033154,0.1344637717432111,0.8106870229007633,0.026317106745088227,0.01954699036415968,0.008997622325115756,60172,0.6788207139533339,0.6160007977132221,0.06253739280728578,0.32117928604666623,0.01155022269494117,0.5928172571960381,49217,0.36072901639677346,0.30463051384684153,0.15295527967978545,0.053721275169148874,0.09086291322104151,0.03708068350366743,0.11049027774955808,0.12438791474490522,0.09076132230733283,0.04571591116890506,0.05530609342300424,0.022451591929617817,472.6293103,22105,11204,10902,2273,24379,2025,7327,1645,151,218502.2866,13727.450069999999,0.888154331,0.284247245,0.153852194,0.019260182,0.096747989,0.05852566,0.048454772,0.309710963,0.0,0.025864538,0.003336457,0.5322612939557002,0.39066449755975474,73751,0.1629082718057815,0.7600175197096734,0.34257289450631956,0.1629082718057815,0.6813540232761857,0.05024402452759355,0.0,0.013778000250281565,0.00503065949192842,0.0004379927418345639,0.0033537729946189463,0.00506820172694281,0.0007508447002878238,1.0,1.0,0.18172212699999998,0.784830424,0.0007324512255889945,20.0,88.6,0.069,0.741,0.076,0.682,0.07,0.14400000000000002,1.526,0.177,0.586,0.055,0.055999999999999994,0.37799999999999995,0.273,0.382,4.215,0.008,0.9590000000000001,0.094,0.18600000000000003,0.1,0.369,0.37,15246,0.115,0.08644725315980478
19,WEST RIDGE,98429094.8621,2,43020.6894583,73199,71942,76215,0.2723348422226596,0.2239060552384701,0.19682477202650397,0.17907236108377617,7.1652561831660435,3.8233943449452212,1.7975464147477531,0.3525100753,0.4221347503772223,0.1870497933477662,0.1207242668765991,0.2256773600997179,0.04441382929869448,58939,0.6467873564193488,0.5914250326608866,0.05536232375846214,0.35321264358065124,0.01839189670676462,0.5609189161675631,51002,0.17477745970746245,0.21724638249480413,0.1564448453001843,0.05442923806909533,0.2499313752401867,0.14717069918826714,0.11546606015450374,0.1321516803262617,0.08268303203795929,0.052448923571624645,0.064291596407984,0.04693933571232501,498.55334539999996,25194,11738,13456,2991,28185,3321,3691,3655,1050,247506.3939,12110.68445,2.95752177,0.244835323,0.22646007,0.01209706,0.061967847,0.074809337,0.001143645,0.290145789,0.0,0.083434952,0.005105979,0.49444335104638193,0.4277766843797153,70287,0.38320540576002105,0.5390146296660763,0.25794135012792757,0.38320540576002105,0.14184871744407268,0.04333792560519582,0.010221085088237224,0.02214787115397231,0.0387981368497015,0.007478842747490651,0.03555730499245555,0.17504428262153118,0.06458046316341927,1.0,1.0,0.451531313,0.7719298240000001,0.000774313734234556,17.3,83.3,0.081,0.711,0.083,0.299,0.057999999999999996,0.20199999999999999,1.5590000000000002,0.17300000000000001,0.605,0.037000000000000005,0.051,0.36,0.142,0.34700000000000003,3.3139999999999996,0.01,1.41,0.08900000000000001,0.151,0.07,0.38299999999999995,0.196,21375,0.079,0.12786196942859018
20,HERMOSA,32602059.4055,20,27179.0174378,26908,25010,24144,0.28429423459244535,0.2589877402253148,0.18836978131212725,0.1744118621603711,5.752982107355865,2.6631875414181576,0.9774685222001325,0.3258101852,0.09132703777335983,0.8477882703777336,0.031187872763419482,0.018223989396951624,0.011472829688535455,18519,0.6909120362870566,0.6399913602246342,0.05092067606242238,0.30908796371294345,0.017981532480155518,0.6170419569091203,15203,0.3805170032230481,0.2488324672761955,0.16799315924488586,0.05373939354074854,0.09958560810366375,0.04933236861145827,0.1309609945405512,0.13734131421429982,0.0704466223771624,0.051305663355916596,0.047227520884036055,0.024600407814247188,395.9064327,7022,3186,3836,770,7792,505,1997,601,83,228468.2081,13085.14868,0.7046515090000001,0.223112411,0.19551337600000002,0.019251756000000002,0.035209475,0.025484201,0.14917578199999998,0.32808322,0.0,0.020745516999999998,0.003424262,0.5659377070907886,0.3508532140490391,22135,0.17606858846918488,0.7407223326706428,0.3496520874751491,0.17606858846918488,0.7041086812458581,0.019797879390324718,0.0,0.004928760768721007,0.0003727634194831014,0.0011182902584493041,0.004307488402915839,0.005425778661365142,0.0006626905235255136,1.0,1.0,0.20265737,0.7950306420000001,0.000740566713890684,20.3,86.7,0.067,0.775,0.08800000000000001,0.6970000000000001,0.127,0.184,1.3519999999999999,0.156,0.636,0.11800000000000001,0.09300000000000001,0.27699999999999997,0.256,0.276,3.947,0.006999999999999999,1.545,0.158,0.191,0.084,0.363,0.419,15411,0.129,0.09393638170974156
21,AVONDALE,55290595.473,21,34261.9334038,43083,39262,37368,0.22896596017983298,0.3289177906229929,0.20999250695782487,0.1331888246628131,5.962320702205096,2.7189038749732393,1.212267180475273,0.32723157890000004,0.3436897880539499,0.5751177478056091,0.020980518090344676,0.04113144936844359,0.01908049668165275,30369,0.6934044584938589,0.6551417563963252,0.03826270209753367,0.30659554150614116,0.027165859922947743,0.6194145345582667,26184,0.23472349526428352,0.22838374579896117,0.1513901619309502,0.05369691414604338,0.21073938282920868,0.121066300030553,0.11400091659028416,0.13431866788878705,0.08925297891842346,0.05996028108768714,0.0622899480598839,0.04945768408188207,517.026749,13335,4934,8401,1774,15109,511,2088,1759,523,291649.1043,12853.07505,0.8745265440000001,0.127080881,0.245910853,0.027573492,0.079068924,0.021646218999999998,0.10313504300000001,0.3768838,0.0,0.006948016,0.011752772,0.6115928066795119,0.32592057375294364,35033,0.39092271462213657,0.546590665810319,0.2645579105116677,0.39092271462213657,0.45632626846499685,0.04953436095054592,0.001177478056090773,0.01137336758724042,0.003131021194605009,0.0003211303789338471,0.006342324983943481,0.017903018625561977,0.0004816955684007707,1.0,1.0,0.385502597,0.8037029659999999,0.000675847306044079,18.5,77.7,0.073,0.7440000000000001,0.075,0.634,0.047,0.166,1.339,0.134,0.527,0.046,0.057,0.325,0.377,0.36,3.733,0.006999999999999999,0.853,0.10099999999999999,0.146,0.057999999999999996,0.304,0.257,20489,0.09300000000000001,0.09893491757653608
22,LOGAN SQUARE,100057566.7,22,49213.4217488,82715,72791,73046,0.20929277441612137,0.3774197081291241,0.22718560906825835,0.11889768091339704,3.9536730279549874,2.0658215371136,0.7009281822413274,0.3188502016,0.4594228294499356,0.43524628316403363,0.050064343016729185,0.03213043835391397,0.023136106015387563,60303,0.768535562078172,0.7358340381075569,0.032485945972837174,0.2314644379218281,0.04500605276686068,0.679734009916588,52189,0.111402786027707,0.1908256529153653,0.12205637203242063,0.05380444154898542,0.33045277740520035,0.19145797007032134,0.10159228956293472,0.10255034585832262,0.0928548161489969,0.07400026825576271,0.09137940945409952,0.09657207457510203,703.3893985999999,29171,10850,18321,3223,32394,594,3202,4125,2799,363706.721,9716.676017,0.9720029109999999,0.121052911,0.270460698,0.033316937000000005,0.081929104,0.03081277,0.054516657,0.374174319,0.0,0.018038972,0.015697633,0.7649015688744079,0.16811324370944336,68153,0.6029077567560167,0.3301070558278345,0.1510691892779892,0.6029077567560167,0.28579251430605374,0.01315609342058429,0.0017933904662815212,0.005078991320537744,0.0024231306300139636,0.002436820633573365,0.0021356405552665444,0.014579853790761986,0.0027106207047613833,1.0,1.0,0.576617311,0.8522369470000001,0.0007300397402128709,18.2,63.5,0.07200000000000001,0.782,0.094,0.6609999999999999,0.086,0.092,1.4869999999999999,0.13699999999999998,0.757,0.102,0.043,0.377,0.175,0.319,3.6439999999999997,0.009000000000000001,2.09,0.084,0.172,0.032,0.267,0.185,29026,0.075,0.06720422747309915
23,HUMBOLDT PARK,100480876.502,23,48583.0643299,65836,56323,56427,0.3304446452939196,0.24654863806333846,0.1937193187658391,0.14571038687153312,5.126978219646623,2.429687915359668,0.8010349655306858,0.30245677390000003,0.0616726035408581,0.5613624683219026,0.3517642263455438,0.006822974817020221,0.018377726974675244,41057,0.6189200379959569,0.5437318849404487,0.0751881530555082,0.38107996200404315,0.012056409382078574,0.5219816352875271,32889,0.28991456109945574,0.30384018972908877,0.20395877040955943,0.055155219070205846,0.1048678889598346,0.04226337073185563,0.18422572896713188,0.14445559305542888,0.07561798777706832,0.05156739335340084,0.038645139712365835,0.016692511173948738,359.4135802,16813,5959,10854,2814,19627,2365,2758,642,187,165928.0501,10413.44792,1.892664065,0.122197767,0.18457025800000001,0.016700873999999997,0.059036245,0.044720736,0.13963113,0.35828025399999996,0.0,0.008016800000000001,0.06684593700000001,0.7267974551190034,0.1832810533964237,51353,0.4478884222092261,0.46219008630620095,0.1878356106119411,0.4478884222092261,0.4468073794460099,0.00489127545324047,0.0001594981126056675,0.003438070427277722,0.000318996225211335,0.00044305031279352086,0.0022684176015028267,0.00297729810197246,0.0008861006255870417,1.0,0.93880195,0.202286479,0.72439135,0.0005615695440204172,19.2,80.7,0.12300000000000001,0.7090000000000001,0.11699999999999999,0.779,0.29,0.263,2.1109999999999998,0.266,0.941,0.22699999999999998,0.098,0.48,0.525,0.535,4.477,0.013000000000000001,12.347000000000001,0.09699999999999999,0.326,0.11199999999999999,0.38299999999999995,0.368,13391,0.12300000000000001,0.08357701100536977
24,WEST TOWN,127562904.597,24,55203.7186956,87435,82236,84502,0.16058791507893302,0.44556341861731086,0.23109512200894652,0.10250644955148991,3.827128351991669,1.6910842346926702,0.5064968876476297,0.321312524,0.6094293626186362,0.2511064826868003,0.06662564199663913,0.044081796880547204,0.028756715817377102,72837,0.8269698093002184,0.7881296593764159,0.03884014992380246,0.1730301906997817,0.05554869091258564,0.718934058239631,65691,0.08955564689226835,0.10333226773835076,0.1120244782390282,0.03639768004749509,0.4159930584098278,0.2426968686730298,0.08733312021433683,0.07893014263749981,0.08051331232588939,0.07061850177345451,0.10209922211566273,0.15180161665981642,887.6104764,37529,14808,22721,3367,40896,565,2459,6192,5333,420916.4969,10259.55295,1.627062201,0.076534338,0.234084583,0.04708703,0.055349687,0.04530586599999999,0.065131311,0.37082375,0.0,0.082668336,0.023015097999999998,0.7850228396961019,0.15217391304347827,79195,0.6781259615157037,0.2590707912238764,0.1068968781803981,0.6781259615157037,0.16932143617902531,0.047572838512697925,0.004201083998011881,0.004236586116304939,0.0012544081796880546,0.003171522567513195,0.004236586116304939,0.022378168564057655,0.0026981609902724194,1.0,0.999831688,0.694455602,0.896667181,0.0006624339596762937,18.8,60.4,0.091,0.755,0.10800000000000001,0.49200000000000005,0.085,0.145,1.396,0.124,1.07,0.066,0.051,0.27399999999999997,0.166,0.33299999999999996,3.1660000000000004,0.005,1.775,0.036000000000000004,0.157,0.02,0.22899999999999998,0.134,39596,0.06,0.06024709474331968
25,AUSTIN,199254203.427,25,75226.4749167,117527,98514,95260,0.2780285534327105,0.21811883266848625,0.18066344740709636,0.19169640982574004,8.136678563930296,3.9239974805794664,1.08859962208692,0.3531122795,0.046220869200083975,0.13014906571488558,0.8081986143187067,0.005070333823220658,0.010361116943103089,74018,0.5544056851036234,0.4692101921154313,0.08519549298819207,0.4455943148963766,0.014307330649301519,0.4444594558080467,60916,0.21275198634184778,0.3507617046424585,0.22068093768468056,0.07454527546129096,0.09260292862302187,0.04865716724670038,0.20710486571672468,0.13771422943069145,0.07398712981811019,0.044241250246240725,0.03892245058769453,0.01950226541466938,328.4304285,31766,12886,18880,5482,37248,5605,5905,1095,265,162706.6748,10201.78239,0.69933427,0.209444933,0.173621673,0.013622455,0.045057915999999996,0.045091215,0.109133712,0.321461534,0.0,0.043657742,0.03890882,0.8735460844005878,0.0517425992021835,88143,0.8023724543355029,0.12291622926726851,0.04396388830568969,0.8023724543355029,0.1063615368465253,0.0035061935754776403,0.0,0.001637623346630275,0.0019000629855133319,0.0,0.0010707537266428722,0.007243334033172369,0.0011967247533067394,0.9975561340000001,0.906325697,0.21580537100000002,0.6863233120000001,0.0004780827624291502,18.0,80.1,0.154,0.7290000000000001,0.14300000000000002,0.818,0.344,0.337,2.6189999999999998,0.298,1.139,0.285,0.133,0.746,0.698,0.568,4.923,0.02,17.410999999999998,0.057999999999999996,0.27,0.057,0.39,0.25,15920,0.21,0.13149275666596683
26,WEST GARFIELD PARK,36092848.8151,26,26238.5419796,23019,18001,17163,0.34923964341898267,0.21097710190526128,0.17071607527821475,0.15620812212317195,5.173920643244188,4.684495717531901,1.4216628794499797,0.291840836,0.022373710889704593,0.020742294470663638,0.9442405173920644,0.0025636543727786515,0.010021558002680184,12258,0.4654103442649698,0.3724098547887094,0.0930004894762604,0.5345896557350301,0.013379017784304129,0.3490781530429107,9623,0.2755897329315182,0.37140184973500984,0.24555751844539123,0.057050815753922894,0.03637119401434064,0.013821053725449443,0.2936714122415047,0.12324638886002286,0.07762651979632132,0.037722124077730436,0.016626831549412864,0.005611555647926842,232.5,5336,1375,3961,2137,7473,741,547,76,11,127708.3333,8356.896852,3.174896915,0.061184394,0.229847899,0.011499365,0.044268957000000005,0.053820726,0.047036357,0.40269780200000005,0.0,0.005942076,0.143702425,0.8896463322263007,0.007050049525141292,15390,0.8732156382916739,0.023480743459768107,0.007865757734661772,0.8732156382916739,0.019169142923731283,0.0,0.0,0.0,0.0,0.0,0.0002913243605430286,0.0034958923265163435,0.0005243838489774515,1.0,1.0,0.107311926,0.579680376,0.0004755235611332402,20.1,88.4,0.17,0.7140000000000001,0.175,1.149,0.4,0.547,2.915,0.314,1.182,0.36,0.19,0.653,0.75,0.77,5.1610000000000005,0.013999999999999999,31.933000000000003,0.065,0.40299999999999997,0.08900000000000001,0.425,0.262,10951,0.252,0.1128007924022607
27,EAST GARFIELD PARK,53883220.8462,27,31514.6259565,20881,20567,19996,0.3211642328465693,0.24074814962992602,0.17688537707541507,0.16663332666533306,5.111022204440888,3.330666133226645,1.0202040408081616,0.3049344501,0.056011202240448095,0.035957191438287656,0.886627325465093,0.007251450290058013,0.014202840568113623,14740,0.49586160108548166,0.4042740841248304,0.0915875169606513,0.5041383989145183,0.01757123473541384,0.3825644504748983,11784,0.2152070604209097,0.33952817379497624,0.22895451459606245,0.07026476578411406,0.09402579769178548,0.05218940936863544,0.3050746775288527,0.1156653088934148,0.06033604887983707,0.04896469789545146,0.03436863543788187,0.014171758316361168,231.1616162,6818,1540,5278,1517,8335,640,751,105,40,172377.6224,8465.804858,4.22344441,0.047563149000000006,0.168235405,0.007454884,0.031256214,0.066714092,0.060480677000000004,0.33344187,0.0,0.147981363,0.136872346,0.9003800760152031,0.02130426085217043,18430,0.8799759951990399,0.04170834166833367,0.009851970394078816,0.8799759951990399,0.030106021204240843,0.0026005201040208035,0.0,0.0007001400280056011,0.00035007001400280056,0.0027505501100220046,0.0023004600920184036,0.0009001800360072014,0.002000400080016003,1.0,1.0,0.216419282,0.595086941,0.00037109882605338313,19.4,80.8,0.175,0.732,0.163,0.932,0.384,0.217,2.3680000000000003,0.248,0.973,0.371,0.11,0.563,0.7809999999999999,0.475,5.037,0.009000000000000001,23.250999999999998,0.136,0.397,0.075,0.43200000000000005,0.262,13596,0.16399999999999998,0.09461892378475696
28,NEAR WEST SIDE,158492466.554,28,53003.5929406,46419,54881,62872,0.1892257284641812,0.42619926199261987,0.20452665733553885,0.10782224201552362,4.574373329940196,2.129723883445731,0.5185138058277134,0.3078962636,0.4154790685837893,0.09932879501208806,0.2886976714594732,0.17145947321542182,0.02503499172922764,54543,0.7061584437966375,0.6469391122600517,0.058559301835249246,0.2938415562033625,0.03754835634270209,0.5993803054470784,42429,0.0823021989676872,0.10803931273421481,0.10818072544721771,0.034787527398713144,0.34884159419265126,0.3178486412595159,0.17028447524099083,0.06420137170331613,0.08124160362016547,0.07047066864644465,0.11030191614226119,0.16724410191142847,807.2742475,28162,10145,18017,3080,31242,608,3245,4418,1805,340623.9287,8316.880903,1.4837198169999999,0.040265164,0.096513587,0.013075518999999999,0.107995959,0.155967965,0.08259100400000001,0.431889798,0.0,0.015294623,0.056406379000000006,0.7643466089833312,0.17764664715612674,59225,0.7149605547779616,0.22703270136149636,0.0633986512278916,0.7149605547779616,0.05638440005089706,0.011944903931797939,0.049529202188573616,0.005964499300165416,0.004548924799592824,0.011992619926199261,0.02029520295202952,0.06031301692327268,0.006059931288968062,1.0,0.903229783,0.701477763,0.788495499,0.0003966876241312004,18.2,55.6,0.09,0.7759999999999999,0.105,0.36700000000000005,0.127,0.33399999999999996,2.02,0.192,0.623,0.09300000000000001,0.091,0.662,0.336,0.435,3.967,0.005,6.292000000000001,0.141,0.21600000000000003,0.038,0.22899999999999998,0.11199999999999999,41488,0.107,0.0722261101921364
29,NORTH LAWNDALE,89487422.0242,29,44959.4596627,41768,35912,35947,0.3244220658191226,0.24995131721701394,0.1650207249561855,0.16243358277464048,5.51089103402231,2.8903663727153863,1.4159735165660556,0.2939704311,0.026872896208306674,0.08735082204356413,0.8698917851281053,0.0021420424513867637,0.013742454168637161,26444,0.5225003781576161,0.418393586446831,0.10410679171078506,0.4774996218423839,0.017357434578732414,0.3923763424595371,20442,0.24914391938166522,0.3026611877507093,0.27022796203893945,0.0590940221113394,0.08355346834947656,0.03531944036787007,0.2674885040602681,0.14254965267586342,0.06961158399373839,0.037471871636826144,0.026220526367283045,0.009196751785539576,263.6191199,11295,2913,8382,3426,14721,1532,1190,140,51,139741.8478,8638.589659000001,2.1139307769999998,0.054800265,0.17209596300000002,0.010096686,0.035104055,0.061707924000000004,0.110911088,0.327066063,0.0,0.08345101,0.144766948,0.890755834979275,0.03252009903468996,33189,0.8469691490249533,0.0763067849890116,0.026845077475171782,0.8469691490249533,0.06573566639775225,0.0012796617242050799,0.0,0.0,0.0011405680585306146,0.0015022115892842239,0.0005563746626978608,0.002920966979163769,0.003171335577377806,1.0,1.0,0.17796693100000002,0.617893621,0.0004016989112758091,20.6,86.3,0.153,0.758,0.152,1.089,0.467,0.45799999999999996,2.615,0.348,0.992,0.376,0.141,0.617,0.54,0.7020000000000001,5.657,0.013999999999999999,25.299,0.09300000000000001,0.386,0.07200000000000001,0.409,0.304,12548,0.185,0.09817230923303752
